t,J1,J2,J3,J4,J5,J6,GL,GR
3.436000,0.398894,-1.082553,1.157947,0.690400,-0.708393,0.899320,0.003102,-0.018412
3.440000,0.398893,-1.082583,1.158001,0.690460,-0.708454,0.899349,0.003105,-0.018418
3.444000,0.398893,-1.082613,1.158053,0.690519,-0.708514,0.899377,0.003109,-0.018423
3.448000,0.398893,-1.082642,1.158105,0.690577,-0.708573,0.899404,0.003112,-0.018429
3.452000,0.398892,-1.082670,1.158155,0.690633,-0.708630,0.899431,0.003116,-0.018434
3.456000,0.398892,-1.082697,1.158205,0.690689,-0.708686,0.899458,0.003119,-0.018440
3.460000,0.398892,-1.082724,1.158253,0.690743,-0.708741,0.899483,0.003123,-0.018445
3.464000,0.398892,-1.082750,1.158301,0.690796,-0.708794,0.899508,0.003126,-0.018450
3.468000,0.398892,-1.082775,1.158347,0.690848,-0.708847,0.899533,0.003130,-0.018456
3.472000,0.398893,-1.082800,1.158392,0.690899,-0.708898,0.899557,0.003133,-0.018461
3.476000,0.398893,-1.082823,1.158437,0.690950,-0.708948,0.899580,0.003137,-0.018466
3.480000,0.398893,-1.082847,1.158481,0.690999,-0.708998,0.899603,0.003140,-0.018472
3.484000,0.398894,-1.082869,1.158524,0.691047,-0.709046,0.899625,0.003143,-0.018477
3.488000,0.398894,-1.082891,1.158566,0.691094,-0.709093,0.899646,0.003147,-0.018482
3.492000,0.398895,-1.082913,1.158607,0.691140,-0.709139,0.899668,0.003150,-0.018487
3.496000,0.398895,-1.082933,1.158647,0.691185,-0.709185,0.899688,0.003154,-0.018493
3.500000,0.398896,-1.082954,1.158687,0.691229,-0.709229,0.899708,0.003157,-0.018498
3.504000,0.398897,-1.082973,1.158726,0.691273,-0.709272,0.899728,0.003160,-0.018503
3.508000,0.398898,-1.082992,1.158764,0.691315,-0.709315,0.899747,0.003164,-0.018508
3.512000,0.398898,-1.083011,1.158802,0.691357,-0.709357,0.899766,0.003167,-0.018514
3.516000,0.398899,-1.083029,1.158839,0.691398,-0.709398,0.899784,0.003170,-0.018519
3.520000,0.398900,-1.083046,1.158875,0.691438,-0.709438,0.899802,0.003174,-0.018524
3.524000,0.398901,-1.083063,1.158910,0.691477,-0.709477,0.899820,0.003177,-0.018529
3.528000,0.398902,-1.083080,1.158945,0.691515,-0.709515,0.899837,0.003180,-0.018534
3.532000,0.398903,-1.083096,1.158980,0.691553,-0.709553,0.899853,0.003183,-0.018539
3.536000,0.398905,-1.083111,1.159013,0.691590,-0.709590,0.899870,0.003187,-0.018544
3.540000,0.398906,-1.083127,1.159046,0.691626,-0.709626,0.899885,0.003190,-0.018549
3.544000,0.398907,-1.083141,1.159079,0.691661,-0.709661,0.899901,0.003193,-0.018554
3.548000,0.398908,-1.083156,1.159111,0.691696,-0.709696,0.899916,0.003196,-0.018559
3.552000,0.398910,-1.083169,1.159142,0.691730,-0.709730,0.899931,0.003200,-0.018564
3.556000,0.398911,-1.083183,1.159173,0.691763,-0.709763,0.899945,0.003203,-0.018569
3.560000,0.398912,-1.083196,1.159204,0.691795,-0.709795,0.899959,0.003206,-0.018574
3.564000,0.398914,-1.083209,1.159233,0.691827,-0.709827,0.899973,0.003209,-0.018579
3.568000,0.398915,-1.083221,1.159263,0.691858,-0.709859,0.899987,0.003212,-0.018584
3.572000,0.398917,-1.083233,1.159292,0.691889,-0.709889,0.900000,0.003216,-0.018589
3.576000,0.398918,-1.083245,1.159320,0.691919,-0.709919,0.900012,0.003219,-0.018594
3.580000,0.398920,-1.083256,1.159348,0.691948,-0.709949,0.900025,0.003222,-0.018599
3.584000,0.398921,-1.083267,1.159375,0.691977,-0.709978,0.900037,0.003225,-0.018604
3.588000,0.398923,-1.083278,1.159402,0.692005,-0.710006,0.900049,0.003228,-0.018609
3.592000,0.398925,-1.083289,1.159429,0.692032,-0.710034,0.900061,0.003231,-0.018614
3.596000,0.398926,-1.083299,1.159455,0.692059,-0.710061,0.900072,0.003234,-0.018618
3.600000,0.398928,-1.083309,1.159480,0.692086,-0.710087,0.900083,0.003237,-0.018623
3.604000,0.399428,-1.066831,1.128776,0.679033,-0.695499,0.880048,0.002562,-0.017707
3.608000,0.398253,-1.047526,1.095421,0.663767,-0.680794,0.859294,0.002400,-0.017102
3.612000,0.395492,-1.027432,1.062744,0.648383,-0.666464,0.838951,0.002683,-0.016806
3.616000,0.391398,-1.007009,1.031189,0.633217,-0.652285,0.819073,0.003270,-0.016721
3.620000,0.386195,-0.986432,1.000789,0.618322,-0.638221,0.799652,0.004022,-0.016743
3.624000,0.380072,-0.965804,0.971498,0.603711,-0.624285,0.780680,0.004843,-0.016799
3.628000,0.373194,-0.945201,0.943261,0.589389,-0.610495,0.762151,0.005672,-0.016845
3.632000,0.365705,-0.924680,0.916023,0.575361,-0.596865,0.744056,0.006470,-0.016856
3.636000,0.357732,-0.904293,0.889733,0.561629,-0.583411,0.726388,0.007220,-0.016820
3.640000,0.349384,-0.884080,0.864342,0.548192,-0.570148,0.709139,0.007911,-0.016735
3.644000,0.340756,-0.864075,0.839806,0.535050,-0.557086,0.692302,0.008541,-0.016602
3.648000,0.331932,-0.844308,0.816082,0.522200,-0.544238,0.675867,0.009113,-0.016426
3.652000,0.322982,-0.824801,0.793130,0.509642,-0.531613,0.659827,0.009629,-0.016214
3.656000,0.313971,-0.805577,0.770914,0.497371,-0.519218,0.644173,0.010097,-0.015976
3.660000,0.304950,-0.786652,0.749400,0.485384,-0.507060,0.628897,0.010521,-0.015722
3.664000,0.295965,-0.768041,0.728553,0.473677,-0.495145,0.613983,0.010906,-0.015458
3.668000,0.287055,-0.749756,0.708345,0.462245,-0.483476,0.599423,0.011259,-0.015187
3.672000,0.278252,-0.731807,0.688745,0.451085,-0.472055,0.585209,0.011582,-0.014914
3.676000,0.269583,-0.714202,0.669727,0.440191,-0.460883,0.571333,0.011881,-0.014639
3.680000,0.261070,-0.696948,0.651266,0.429559,-0.449961,0.557787,0.012159,-0.014366
3.684000,0.252731,-0.680049,0.633340,0.419182,-0.439288,0.544563,0.012418,-0.014094
3.688000,0.244581,-0.663509,0.615924,0.409057,-0.428862,0.531653,0.012661,-0.013825
3.692000,0.236630,-0.647330,0.599001,0.399178,-0.418682,0.519051,0.012890,-0.013559
3.696000,0.228886,-0.631512,0.582549,0.389539,-0.408744,0.506749,0.013106,-0.013296
3.700000,0.221356,-0.616056,0.566552,0.380136,-0.399045,0.494739,0.013310,-0.013038
3.704000,0.214043,-0.600960,0.550992,0.370964,-0.389582,0.483015,0.013503,-0.012785
3.708000,0.206949,-0.586223,0.535853,0.362016,-0.380351,0.471570,0.013687,-0.012536
3.712000,0.200074,-0.571841,0.521122,0.353287,-0.371348,0.460398,0.013860,-0.012291
3.716000,0.193418,-0.557811,0.506783,0.344774,-0.362569,0.449492,0.014024,-0.012052
3.720000,0.186979,-0.544129,0.492823,0.336470,-0.354009,0.438845,0.014178,-0.011817
3.724000,0.180752,-0.530791,0.479231,0.328370,-0.345663,0.428452,0.014323,-0.011588
3.728000,0.174736,-0.517792,0.465994,0.320469,-0.337528,0.418306,0.014459,-0.011364
3.732000,0.168925,-0.505126,0.453101,0.312763,-0.329599,0.408402,0.014586,-0.011144
3.736000,0.163314,-0.492788,0.440541,0.305247,-0.321870,0.398733,0.014703,-0.010930
3.740000,0.157899,-0.480772,0.428305,0.297916,-0.314338,0.389295,0.014811,-0.010721
3.744000,0.152675,-0.469073,0.416383,0.290765,-0.306997,0.380081,0.014909,-0.010517
3.748000,0.147634,-0.457683,0.404766,0.283790,-0.299843,0.371086,0.014999,-0.010319
3.752000,0.142773,-0.446597,0.393444,0.276987,-0.292871,0.362306,0.015078,-0.010125
3.756000,0.138085,-0.435807,0.382411,0.270351,-0.286077,0.353734,0.015149,-0.009936
3.760000,0.133563,-0.425308,0.371657,0.263877,-0.279456,0.345367,0.015210,-0.009752
3.764000,0.129203,-0.415094,0.361174,0.257562,-0.273005,0.337199,0.015262,-0.009573
3.768000,0.124999,-0.405156,0.350957,0.251402,-0.266718,0.329225,0.015305,-0.009398
3.772000,0.120945,-0.395489,0.340997,0.245393,-0.260592,0.321440,0.015340,-0.009228
3.776000,0.117036,-0.386087,0.331288,0.239531,-0.254622,0.313841,0.015365,-0.009063
3.780000,0.113265,-0.376942,0.321823,0.233813,-0.248804,0.306423,0.015382,-0.008902
3.784000,0.109629,-0.368048,0.312596,0.228233,-0.243135,0.299181,0.015391,-0.008746
3.788000,0.106121,-0.359399,0.303600,0.222790,-0.237610,0.292112,0.015392,-0.008593
3.792000,0.102737,-0.350989,0.294830,0.217480,-0.232226,0.285210,0.015385,-0.008445
3.796000,0.099473,-0.342811,0.286280,0.212299,-0.226979,0.278473,0.015370,-0.008300
3.800000,0.096323,-0.334860,0.277945,0.207245,-0.221866,0.271896,0.015349,-0.008160
3.804000,0.093283,-0.327129,0.269818,0.202313,-0.216882,0.265476,0.015320,-0.008023
3.808000,0.090349,-0.319612,0.261896,0.197501,-0.212024,0.259208,0.015284,-0.007889
3.812000,0.087517,-0.312303,0.254171,0.192806,-0.207288,0.253089,0.015242,-0.007759
3.816000,0.084782,-0.305198,0.246641,0.188225,-0.202671,0.247116,0.015194,-0.007632
3.820000,0.082142,-0.298290,0.239300,0.183755,-0.198171,0.241285,0.015140,-0.007509
3.824000,0.079592,-0.291573,0.232142,0.179393,-0.193784,0.235593,0.015080,-0.007389
3.828000,0.077130,-0.285044,0.225165,0.175137,-0.189507,0.230035,0.015015,-0.007271
3.832000,0.074751,-0.278695,0.218363,0.170984,-0.185337,0.224611,0.014945,-0.007157
3.836000,0.072452,-0.272524,0.211732,0.166931,-0.181271,0.219315,0.014872,-0.007045
3.840000,0.070232,-0.266523,0.205268,0.162976,-0.177308,0.214145,0.014796,-0.006936
3.844000,0.068086,-0.260689,0.198967,0.159117,-0.173443,0.209098,0.014721,-0.006830
3.848000,0.066013,-0.255017,0.192825,0.155351,-0.169676,0.204171,0.014646,-0.006726
3.852000,0.064009,-0.249502,0.186837,0.151676,-0.166002,0.199361,0.014571,-0.006624
3.856000,0.062071,-0.244140,0.181001,0.148090,-0.162419,0.194665,0.014498,-0.006525
3.860000,0.060198,-0.238927,0.175312,0.144590,-0.158927,0.190081,0.014426,-0.006428
3.864000,0.058387,-0.233858,0.169767,0.141174,-0.155521,0.185606,0.014356,-0.006333
3.868000,0.056635,-0.228929,0.164362,0.137841,-0.152199,0.181238,0.014287,-0.006241
3.872000,0.054941,-0.224137,0.159094,0.134588,-0.148961,0.176973,0.014221,-0.006150
3.876000,0.053301,-0.219477,0.153959,0.131413,-0.145802,0.172810,0.014155,-0.006061
3.880000,0.051715,-0.214946,0.148954,0.128314,-0.142722,0.168745,0.014092,-0.005975
3.884000,0.050181,-0.210540,0.144077,0.125290,-0.139719,0.164778,0.014030,-0.005890
3.888000,0.048695,-0.206256,0.139323,0.122338,-0.136789,0.160904,0.013970,-0.005806
3.892000,0.047257,-0.202090,0.134690,0.119458,-0.133933,0.157123,0.013911,-0.005722
3.896000,0.045865,-0.198038,0.130175,0.116646,-0.131146,0.153432,0.013855,-0.005638
3.900000,0.044517,-0.194098,0.125774,0.113902,-0.128429,0.149828,0.013799,-0.005553
3.904000,0.043212,-0.190267,0.121486,0.111224,-0.125779,0.146310,0.013745,-0.005468
3.908000,0.041948,-0.186541,0.117307,0.108610,-0.123194,0.142875,0.013693,-0.005381
3.912000,0.040724,-0.182918,0.113234,0.106058,-0.120673,0.139523,0.013641,-0.005294
3.916000,0.039539,-0.179393,0.109266,0.103568,-0.118214,0.136250,0.013592,-0.005205
3.920000,0.038390,-0.175966,0.105399,0.101138,-0.115815,0.133054,0.013543,-0.005116
3.924000,0.037278,-0.172633,0.101630,0.098765,-0.113476,0.129935,0.013496,-0.005025
3.928000,0.036200,-0.169390,0.097958,0.096450,-0.111194,0.126890,0.013449,-0.004934
3.932000,0.035156,-0.166237,0.094380,0.094190,-0.108967,0.123917,0.013404,-0.004842
3.936000,0.034144,-0.163170,0.090894,0.091984,-0.106796,0.121015,0.013360,-0.004749
3.940000,0.033164,-0.160186,0.087497,0.089830,-0.104678,0.118182,0.013317,-0.004656
3.944000,0.032214,-0.157284,0.084187,0.087728,-0.102611,0.115416,0.013275,-0.004562
3.948000,0.031294,-0.154462,0.080962,0.085677,-0.100596,0.112716,0.013234,-0.004467
3.952000,0.030402,-0.151716,0.077820,0.083675,-0.098629,0.110080,0.013194,-0.004373
3.956000,0.029537,-0.149045,0.074759,0.081720,-0.096711,0.107506,0.013155,-0.004278
3.960000,0.028699,-0.146446,0.071776,0.079812,-0.094839,0.104994,0.013117,-0.004182
3.964000,0.027887,-0.143919,0.068870,0.077950,-0.093014,0.102542,0.013079,-0.004087
3.968000,0.027099,-0.141460,0.066039,0.076132,-0.091232,0.100148,0.013042,-0.003992
3.972000,0.026336,-0.139068,0.063281,0.074358,-0.089495,0.097810,0.013007,-0.003896
3.976000,0.025596,-0.136740,0.060594,0.072626,-0.087799,0.095529,0.012972,-0.003801
3.980000,0.024878,-0.134476,0.057976,0.070935,-0.086145,0.093301,0.012937,-0.003706
3.984000,0.024183,-0.132274,0.055426,0.069285,-0.084532,0.091126,0.012904,-0.003611
3.988000,0.023508,-0.130131,0.052942,0.067674,-0.082957,0.089004,0.012871,-0.003517
3.992000,0.022854,-0.128046,0.050522,0.066101,-0.081421,0.086931,0.012838,-0.003422
3.996000,0.022220,-0.126017,0.048164,0.064566,-0.079923,0.084908,0.012807,-0.003328
4.000000,0.021605,-0.124043,0.045867,0.063068,-0.078460,0.082933,0.012776,-0.003235
4.004000,0.021008,-0.122123,0.043630,0.061605,-0.077034,0.081004,0.012745,-0.003142
4.008000,0.020430,-0.120254,0.041451,0.060178,-0.075642,0.079122,0.012716,-0.003050
4.012000,0.019868,-0.118436,0.039328,0.058784,-0.074283,0.077284,0.012686,-0.002958
4.016000,0.019324,-0.116668,0.037260,0.057423,-0.072958,0.075490,0.012658,-0.002866
4.020000,0.018796,-0.114946,0.035246,0.056095,-0.071665,0.073739,0.012630,-0.002776
4.024000,0.018284,-0.113271,0.033283,0.054799,-0.070403,0.072029,0.012602,-0.002685
4.028000,0.017787,-0.111642,0.031372,0.053534,-0.069172,0.070360,0.012575,-0.002596
4.032000,0.017305,-0.110056,0.029510,0.052298,-0.067971,0.068730,0.012548,-0.002508
4.036000,0.016838,-0.108513,0.027697,0.051092,-0.066799,0.067139,0.012522,-0.002420
4.040000,0.016384,-0.107011,0.025931,0.049915,-0.065655,0.065586,0.012496,-0.002333
4.044000,0.015944,-0.105550,0.024210,0.048766,-0.064539,0.064070,0.012471,-0.002246
4.048000,0.015517,-0.104128,0.022535,0.047644,-0.063450,0.062590,0.012446,-0.002161
4.052000,0.015102,-0.102745,0.020902,0.046549,-0.062387,0.061145,0.012422,-0.002076
4.056000,0.014700,-0.101398,0.019312,0.045480,-0.061350,0.059735,0.012398,-0.001992
4.060000,0.014310,-0.100088,0.017764,0.044437,-0.060338,0.058358,0.012374,-0.001909
4.064000,0.013931,-0.098813,0.016256,0.043418,-0.059350,0.057013,0.012351,-0.001827
4.068000,0.013564,-0.097572,0.014787,0.042424,-0.058386,0.055701,0.012328,-0.001746
4.072000,0.013208,-0.096364,0.013356,0.041453,-0.057445,0.054419,0.012306,-0.001666
4.076000,0.012861,-0.095189,0.011962,0.040506,-0.056526,0.053169,0.012284,-0.001587
4.080000,0.012526,-0.094045,0.010605,0.039581,-0.055629,0.051947,0.012262,-0.001508
4.084000,0.012200,-0.092932,0.009283,0.038678,-0.054754,0.050755,0.012240,-0.001431
4.088000,0.011883,-0.091849,0.007995,0.037796,-0.053899,0.049592,0.012219,-0.001354
4.092000,0.011576,-0.090795,0.006741,0.036935,-0.053065,0.048455,0.012198,-0.001279
4.096000,0.011278,-0.089769,0.005520,0.036095,-0.052251,0.047346,0.012178,-0.001204
4.100000,0.010989,-0.088771,0.004331,0.035275,-0.051455,0.046263,0.012158,-0.001131
4.104000,0.010708,-0.087799,0.003172,0.034475,-0.050679,0.045205,0.012138,-0.001058
4.108000,0.010436,-0.086853,0.002044,0.033693,-0.049921,0.044172,0.012118,-0.000986
4.112000,0.010171,-0.085933,0.000945,0.032930,-0.049181,0.043163,0.012099,-0.000916
4.116000,0.009914,-0.085037,-0.000125,0.032185,-0.048459,0.042178,0.012080,-0.000846
4.120000,0.009665,-0.084165,-0.001168,0.031458,-0.047753,0.041216,0.012061,-0.000777
4.124000,0.009423,-0.083317,-0.002183,0.030749,-0.047064,0.040276,0.012042,-0.000709
4.128000,0.009188,-0.082491,-0.003171,0.030056,-0.046392,0.039358,0.012024,-0.000643
4.132000,0.008960,-0.081687,-0.004134,0.029379,-0.045735,0.038461,0.012006,-0.000577
4.136000,0.008739,-0.080905,-0.005072,0.028719,-0.045094,0.037585,0.011988,-0.000512
4.140000,0.008524,-0.080143,-0.005985,0.028074,-0.044467,0.036729,0.011971,-0.000448
4.144000,0.008315,-0.079402,-0.006874,0.027445,-0.043856,0.035893,0.011953,-0.000385
4.148000,0.008112,-0.078681,-0.007740,0.026831,-0.043258,0.035077,0.011936,-0.000323
4.152000,0.007915,-0.077979,-0.008583,0.026231,-0.042675,0.034279,0.011919,-0.000261
4.156000,0.007724,-0.077296,-0.009405,0.025645,-0.042105,0.033499,0.011903,-0.000201
4.160000,0.007539,-0.076630,-0.010205,0.025074,-0.041549,0.032737,0.011886,-0.000142
4.164000,0.007359,-0.075983,-0.010984,0.024516,-0.041006,0.031993,0.011870,-0.000084
4.168000,0.007184,-0.075353,-0.011742,0.023971,-0.040475,0.031266,0.011854,-0.000026
4.172000,0.007014,-0.074739,-0.012481,0.023439,-0.039957,0.030556,0.011838,0.000030
4.176000,0.006849,-0.074142,-0.013200,0.022920,-0.039450,0.029862,0.011822,0.000086
4.180000,0.006689,-0.073561,-0.013901,0.022413,-0.038956,0.029184,0.011806,0.000141
4.184000,0.006533,-0.072996,-0.014583,0.021919,-0.038473,0.028521,0.011791,0.000195
4.188000,0.006382,-0.072445,-0.015248,0.021436,-0.038001,0.027873,0.011776,0.000248
4.192000,0.006236,-0.071909,-0.015895,0.020964,-0.037541,0.027241,0.011761,0.000300
4.196000,0.006093,-0.071388,-0.016525,0.020504,-0.037091,0.026622,0.011746,0.000351
4.200000,0.005955,-0.070880,-0.017138,0.020054,-0.036651,0.026018,0.011731,0.000401
4.204000,0.005820,-0.070386,-0.017736,0.019615,-0.036222,0.025428,0.011716,0.000451
4.208000,0.005690,-0.069905,-0.018318,0.019187,-0.035802,0.024851,0.011702,0.000500
4.212000,0.005563,-0.069436,-0.018885,0.018768,-0.035393,0.024287,0.011688,0.000548
4.216000,0.005440,-0.068980,-0.019436,0.018358,-0.034992,0.023736,0.011673,0.000595
4.220000,0.005321,-0.068537,-0.019974,0.017959,-0.034601,0.023198,0.011660,0.000641
4.224000,0.005205,-0.068105,-0.020497,0.017568,-0.034219,0.022672,0.011646,0.000687
4.228000,0.005092,-0.067684,-0.021007,0.017186,-0.033846,0.022157,0.011632,0.000731
4.232000,0.004983,-0.067275,-0.021503,0.016812,-0.033482,0.021655,0.011619,0.000775
4.236000,0.004876,-0.066877,-0.021986,0.016447,-0.033126,0.021164,0.011605,0.000819
4.240000,0.004773,-0.066489,-0.022457,0.016090,-0.032778,0.020684,0.011592,0.000861
4.244000,0.004673,-0.066112,-0.022915,0.015741,-0.032438,0.020214,0.011579,0.000903
4.248000,0.004575,-0.065744,-0.023361,0.015400,-0.032106,0.019756,0.011566,0.000944
4.252000,0.004481,-0.065387,-0.023796,0.015066,-0.031781,0.019308,0.011553,0.000984
4.256000,0.004389,-0.065038,-0.024219,0.014740,-0.031464,0.018870,0.011540,0.001023
4.260000,0.004300,-0.064699,-0.024631,0.014421,-0.031154,0.018442,0.011527,0.001062
4.264000,0.004213,-0.064370,-0.025032,0.014108,-0.030852,0.018024,0.011515,0.001100
4.268000,0.004129,-0.064048,-0.025423,0.013803,-0.030556,0.017615,0.011502,0.001138
4.272000,0.004047,-0.063736,-0.025803,0.013504,-0.030267,0.017216,0.011490,0.001175
4.276000,0.003968,-0.063432,-0.026174,0.013212,-0.029985,0.016825,0.011478,0.001211
4.280000,0.003890,-0.063135,-0.026534,0.012926,-0.029709,0.016444,0.011466,0.001246
4.284000,0.003815,-0.062847,-0.026886,0.012646,-0.029440,0.016071,0.011453,0.001281
4.288000,0.003743,-0.062566,-0.027228,0.012373,-0.029176,0.015707,0.011441,0.001315
4.292000,0.003672,-0.062293,-0.027561,0.012105,-0.028919,0.015351,0.011430,0.001349
4.296000,0.003603,-0.062027,-0.027885,0.011843,-0.028668,0.015003,0.011418,0.001381
4.300000,0.003536,-0.061768,-0.028201,0.011587,-0.028422,0.014663,0.011406,0.001414
4.304000,0.003471,-0.061516,-0.028509,0.011336,-0.028182,0.014330,0.011394,0.001445
4.308000,0.003408,-0.061271,-0.028808,0.011091,-0.027947,0.014005,0.011383,0.001477
4.312000,0.003347,-0.061032,-0.029100,0.010851,-0.027718,0.013688,0.011371,0.001507
4.316000,0.003288,-0.060799,-0.029384,0.010616,-0.027494,0.013378,0.011360,0.001537
4.320000,0.003230,-0.060573,-0.029661,0.010386,-0.027275,0.013075,0.011349,0.001566
4.324000,0.003174,-0.060353,-0.029930,0.010162,-0.027061,0.012779,0.011337,0.001595
4.328000,0.003119,-0.060138,-0.030192,0.009942,-0.026852,0.012489,0.011326,0.001624
4.332000,0.003067,-0.059929,-0.030448,0.009726,-0.026648,0.012207,0.011315,0.001651
4.336000,0.003015,-0.059726,-0.030696,0.009516,-0.026448,0.011930,0.011304,0.001679
4.340000,0.002965,-0.059528,-0.030938,0.009309,-0.026253,0.011660,0.011293,0.001705
4.344000,0.002917,-0.059336,-0.031174,0.009108,-0.026062,0.011396,0.011282,0.001732
4.348000,0.002869,-0.059148,-0.031404,0.008910,-0.025876,0.011139,0.011272,0.001757
4.352000,0.002824,-0.058966,-0.031627,0.008717,-0.025694,0.010887,0.011261,0.001782
4.356000,0.002779,-0.058788,-0.031845,0.008528,-0.025516,0.010640,0.011250,0.001807
4.360000,0.002736,-0.058615,-0.032057,0.008343,-0.025342,0.010400,0.011239,0.001832
4.364000,0.002694,-0.058447,-0.032263,0.008162,-0.025172,0.010165,0.011229,0.001855
4.368000,0.002653,-0.058283,-0.032464,0.007985,-0.025006,0.009935,0.011218,0.001879
4.372000,0.002613,-0.058123,-0.032660,0.007812,-0.024843,0.009710,0.011208,0.001902
4.376000,0.002575,-0.057968,-0.032851,0.007642,-0.024685,0.009491,0.011198,0.001924
4.380000,0.002537,-0.057817,-0.033036,0.007476,-0.024529,0.009276,0.011187,0.001946
4.384000,0.002501,-0.057670,-0.033217,0.007314,-0.024378,0.009067,0.011177,0.001968
4.388000,0.002466,-0.057526,-0.033393,0.007155,-0.024230,0.008862,0.011167,0.001989
4.392000,0.002431,-0.057387,-0.033565,0.006999,-0.024085,0.008662,0.011157,0.002010
4.396000,0.002398,-0.057251,-0.033731,0.006847,-0.023943,0.008467,0.011147,0.002030
4.400000,0.002366,-0.057119,-0.033894,0.006698,-0.023805,0.008276,0.011137,0.002050
4.404000,0.002334,-0.056990,-0.034052,0.006552,-0.023669,0.008089,0.011127,0.002069
4.408000,0.002304,-0.056865,-0.034206,0.006409,-0.023537,0.007906,0.011117,0.002089
4.412000,0.002274,-0.056743,-0.034356,0.006270,-0.023408,0.007728,0.011107,0.002107
4.416000,0.002245,-0.056624,-0.034502,0.006133,-0.023281,0.007554,0.011097,0.002126
4.420000,0.002217,-0.056509,-0.034645,0.005999,-0.023158,0.007384,0.011087,0.002144
4.424000,0.002190,-0.056396,-0.034783,0.005869,-0.023037,0.007218,0.011078,0.002162
4.428000,0.002163,-0.056287,-0.034918,0.005741,-0.022919,0.007055,0.011068,0.002180
4.432000,0.002137,-0.056180,-0.035049,0.005615,-0.022803,0.006896,0.011058,0.002197
4.436000,0.002112,-0.056077,-0.035177,0.005493,-0.022691,0.006741,0.011049,0.002215
4.440000,0.002088,-0.055976,-0.035302,0.005373,-0.022580,0.006589,0.011039,0.002232
4.444000,0.002064,-0.055877,-0.035423,0.005255,-0.022472,0.006441,0.011030,0.002249
4.448000,0.002041,-0.055782,-0.035541,0.005140,-0.022367,0.006296,0.011020,0.002267
4.452000,0.002019,-0.055688,-0.035656,0.005028,-0.022264,0.006155,0.011011,0.002284
4.456000,0.001997,-0.055598,-0.035768,0.004918,-0.022163,0.006017,0.011002,0.002301
4.460000,0.001976,-0.055509,-0.035877,0.004810,-0.022065,0.005881,0.010992,0.002318
4.464000,0.001955,-0.055423,-0.035983,0.004705,-0.021968,0.005749,0.010983,0.002335
4.468000,0.001935,-0.055340,-0.036087,0.004601,-0.021874,0.005620,0.010974,0.002351
4.472000,0.001916,-0.055258,-0.036188,0.004500,-0.021782,0.005494,0.010965,0.002368
4.476000,0.001897,-0.055179,-0.036286,0.004402,-0.021692,0.005371,0.010956,0.002385
4.480000,0.001879,-0.055102,-0.036381,0.004305,-0.021604,0.005251,0.010947,0.002402
4.484000,0.001861,-0.055027,-0.036474,0.004210,-0.021518,0.005133,0.010938,0.002418
4.488000,0.001844,-0.054954,-0.036565,0.004118,-0.021434,0.005018,0.010929,0.002435
4.492000,0.001827,-0.054882,-0.036653,0.004027,-0.021352,0.004906,0.010920,0.002451
4.496000,0.001811,-0.054813,-0.036739,0.003939,-0.021271,0.004796,0.010911,0.002467
4.500000,0.001795,-0.054746,-0.036822,0.003852,-0.021193,0.004689,0.010902,0.002484
4.504000,0.001780,-0.054680,-0.036903,0.003767,-0.021116,0.004584,0.010893,0.002500
4.508000,0.001765,-0.054616,-0.036983,0.003684,-0.021040,0.004481,0.010884,0.002516
4.512000,0.001750,-0.054554,-0.037060,0.003602,-0.020967,0.004381,0.010876,0.002532
4.516000,0.001736,-0.054493,-0.037135,0.003523,-0.020895,0.004283,0.010867,0.002548
4.520000,0.001722,-0.054434,-0.037208,0.003445,-0.020825,0.004188,0.010858,0.002565
4.524000,0.001709,-0.054377,-0.037280,0.003369,-0.020756,0.004094,0.010850,0.002581
4.528000,0.001696,-0.054321,-0.037349,0.003294,-0.020689,0.004003,0.010841,0.002596
4.532000,0.001683,-0.054267,-0.037416,0.003221,-0.020623,0.003914,0.010832,0.002612
4.536000,0.001671,-0.054214,-0.037482,0.003150,-0.020559,0.003827,0.010824,0.002628
4.540000,0.001659,-0.054162,-0.037546,0.003080,-0.020496,0.003741,0.010815,0.002644
4.544000,0.001648,-0.054112,-0.037609,0.003012,-0.020434,0.003658,0.010807,0.002660
4.548000,0.001636,-0.054063,-0.037669,0.002945,-0.020374,0.003577,0.010799,0.002675
4.552000,0.001626,-0.054015,-0.037729,0.002879,-0.020315,0.003497,0.010790,0.002691
4.556000,0.001615,-0.053969,-0.037786,0.002815,-0.020258,0.003420,0.010782,0.002706
4.560000,0.001605,-0.053924,-0.037842,0.002752,-0.020202,0.003344,0.010773,0.002722
4.564000,0.001595,-0.053880,-0.037897,0.002691,-0.020147,0.003269,0.010765,0.002737
4.568000,0.001585,-0.053838,-0.037950,0.002631,-0.020093,0.003197,0.010757,0.002753
4.572000,0.001575,-0.053796,-0.038002,0.002572,-0.020040,0.003126,0.010749,0.002768
4.576000,0.001566,-0.053756,-0.038052,0.002515,-0.019989,0.003057,0.010741,0.002783
4.580000,0.001557,-0.053716,-0.038102,0.002458,-0.019938,0.002989,0.010732,0.002798
4.584000,0.001549,-0.053678,-0.038149,0.002403,-0.019889,0.002923,0.010724,0.002813
4.588000,0.001540,-0.053640,-0.038196,0.002349,-0.019841,0.002858,0.010716,0.002829
4.592000,0.001532,-0.053604,-0.038241,0.002297,-0.019794,0.002795,0.010708,0.002844
